rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
133,California,California 🔒,1.91676745097705,1.21291667048092,3.12968412145796,61.7524219880603,-31.3949173669839,141,144,69.3672966119714,155,132,95,127,0.46875,0.4375,15,14,13,19,#FFF4E8,#FFF7EE,#FFF4E7,#BF2D53,#A2BFC2,California plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,California plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
134,Furman,Furman,4.53678778452409,-1.50361404066334,3.03317374386075,15.2085530325294,8.28625788579539,96,209,70.216409687915,103,133,120,123,0.310344827586207,0.379310344827586,9,11,15,15,#FFE7C8,#EAF2F9,#FFF5E8,#FFC9B9,#F0DCB2,Furman performs at a similar level against both good and bad teams.,Furman performs at a similar level regardless of the pace of the game.
135,Notre Dame,Notre Dame,-2.44607390846913,5.36101304382667,2.91493913535753,11.6513353182892,7.48577423011053,234,56,65.981610739,336,134,181,151,0.34375,0.59375,11,19,13,20,#E9F1F8,#FFDFB7,#FFF5E9,#FFD6C2,#F0DDB3,Notre Dame performs at a similar level against both good and bad teams.,Notre Dame performs at a similar level regardless of the pace of the game.
136,Southern Illinois,Southern Illinois 📉,1.60133295244284,1.25918985348836,2.8605228059312,-24.397150304494,17.1239809499952,147,143,66.0040401991,334,135,75,129,0.419354838709677,0.258064516129032,13,8,18,13,#FFF6EB,#FFF7EE,#FFF5E9,#72A0C4,#F2D1A8,Southern Illinois plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Southern Illinois performs at a similar level regardless of the pace of the game.
137,UC San Diego,UC San Diego 💥,4.40545457920736,-1.55693199200093,2.84852258720643,5.26272662543016,29.7397172839127,99,210,67.18072995269,298,136,231,138,0.9,0.266666666666667,27,8,19,11,#FFE7CA,#E9F1F8,#FFF5E9,#FFECD2,#F5C199,UC San Diego performs at a similar level against both good and bad teams.,UC San Diego plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
138,UMass Lowell,UMass Lowell,1.48215085765791,1.34726581257546,2.82941667023337,46.475807941724,30.6115026704298,150,138,71.11203464117,65,137,330,152,0.620689655172414,0.413793103448276,18,12,19,10,#FFF7ED,#FFF7ED,#FFF5E9,#E35D70,#F5C098,UMass Lowell plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,UMass Lowell plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
139,Troy,Troy 🔒,0.188304221241353,2.55655835470333,2.74486257594469,-9.52697461752058,19.9378252607375,182,115,71.3775885578,57,138,79,150,0.413793103448276,0.206896551724138,12,6,17,12,#FFFEFC,#FFEFDD,#FFF5EA,#BEDBD7,#F3CDA5,Troy performs at a similar level against both good and bad teams.,Troy performs at a similar level regardless of the pace of the game.
140,Weber State,Weber State 📉,3.19309585126031,-0.473500050782816,2.7195958004775,59.8732189664462,32.9569078940985,118,181,67.00986758448,304,139,35,148,0.571428571428571,0.75,16,21,17,12,#FFEED8,#F8FBFD,#FFF6EA,#C53357,#F6BD96,Weber State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Weber State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
141,Davidson,Davidson,-1.03527983626347,3.455598881406,2.42031904514253,-12.3804651540354,-0.405550236583449,209,98,67.263336622916,290,140,276,143,0.4,0.5,12,15,13,17,#F5F9FC,#FFEAD1,#FFF7EC,#ABD1D5,#EEE6BC,Davidson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Davidson performs at a similar level regardless of the pace of the game.
142,Louisiana-Lafayette,Louisiana-Lafayette,0.275364411817066,2.12924047832141,2.40460489013847,13.8918255137336,-20.2833265899953,179,124,70.277749075332,99,141,145,160,0.366666666666667,0.466666666666667,11,14,17,13,#FFFDFB,#FFF2E2,#FFF7ED,#FFCEBC,#BDCDC0,Louisiana-Lafayette performs at a similar level against both good and bad teams.,Louisiana-Lafayette plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
143,Youngstown State,Youngstown State,3.098853472462,-0.759295027354933,2.33955844510707,-2.64416109701442,-1.38838457392039,121,189,69.8824947544303,124,142,300,147,0.928571428571429,0.5,26,14,18,10,#FFEED9,#F4F8FC,#FFF7ED,#EDF5DD,#EBE5BC,Youngstown State performs at a similar level against both good and bad teams.,Youngstown State performs at a similar level regardless of the pace of the game.
144,Arkansas State,Arkansas State,5.16016668913318,-2.86258578138283,2.29758090775035,-1.21542138812566,-20.1772897427732,85,247,69.9293538674589,122,143,80,135,0.393939393939394,0.575757575757576,13,19,17,16,#FFE3C1,#D7E6F3,#FFF7ED,#F6FADE,#BDCDC0,Arkansas State performs at a similar level against both good and bad teams.,Arkansas State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
145,Towson,Towson,-1.8651913688021,4.02714908477698,2.16195771597488,-17.4236022208868,31.2855637621346,224,85,64.461341965,356,145,190,146,0.4375,0.21875,14,7,19,14,#EEF4FA,#FFE7C9,#FFF7EE,#8DBDCF,#F5BF97,Towson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Towson plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
146,Eastern Washington,Eastern Washington,6.31435346496667,-4.17791960542667,2.13643385954,0.483238466368307,-9.53021781513468,66,271,71.55654009301,50,146,199,116,0.5,0.433333333333333,15,13,19,11,#FFDDB3,#C6DBEE,#FFF7EF,#FFFDDE,#D7DBBE,Eastern Washington performs at a similar level against both good and bad teams.,Eastern Washington performs at a similar level regardless of the pace of the game.
147,Georgia Tech,Georgia Tech,1.61982835615086,0.442401694138781,2.06223005028964,49.365815785393,8.16097097713918,145,162,68.9461681221185,185,147,282,136,0.344827586206897,0.793103448275862,10,23,14,18,#FFF6EB,#FFFCF9,#FFF8EF,#DF5369,#F0DCB2,Georgia Tech plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Georgia Tech performs at a similar level regardless of the pace of the game.
148,Longwood,Longwood 🔥,-0.693702147267156,2.69968771181625,2.00598556454909,46.4643479366616,10.6565655858829,199,112,69.018283691653,179,148,250,177,0.464285714285714,0.214285714285714,13,6,18,12,#F8FBFD,#FFEFDB,#FFF8F0,#E35D70,#F1D9AF,Longwood plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Longwood performs at a similar level regardless of the pace of the game.
149,UNC Greensboro,UNC Greensboro,2.59021645526667,-0.701994565481333,1.88822188978533,-13.3408146409658,11.0027429466143,128,186,66.5320118368,321,149,229,126,0.466666666666667,0.366666666666667,14,11,19,11,#FFF1E0,#F5F9FC,#FFF8F0,#A4CDD4,#F1D9AF,UNC Greensboro plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UNC Greensboro performs at a similar level regardless of the pace of the game.
150,Wichita State,Wichita State,-0.450379380986434,2.23659890530715,1.78621952432072,3.45400800692004,14.9652341705691,193,122,69.507021861548,147,150,106,149,0.4375,0.53125,14,17,14,19,#FAFCFD,#FFF1E1,#FFF9F1,#FFF2D7,#F2D4AA,Wichita State performs at a similar level against both good and bad teams.,Wichita State performs at a similar level regardless of the pace of the game.
151,West Virginia,West Virginia,3.38803876601039,-1.70587704923918,1.68216171677121,31.5165936180459,19.0214293443384,112,212,69.6515461832564,137,151,57,133,0.34375,0.375,11,12,9,23,#FFEDD6,#E7F0F8,#FFF9F2,#F79191,#F3CFA6,West Virginia plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,West Virginia performs at a similar level regardless of the pace of the game.
152,Oakland,Oakland 💥,2.72813710940199,-1.08664525634135,1.64149185306064,-28.1540928708318,-8.59077658361382,126,197,68.1767948328861,246,152,301,142,0.705882352941177,0.470588235294118,24,16,23,11,#FFF0DE,#F0F5FA,#FFF9F2,#6491BE,#D9DCBD,Oakland plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oakland performs at a similar level regardless of the pace of the game.
153,Michigan,Michigan 🥶,2.45400984747277,-0.906625182447486,1.54738466502528,-2.10303456499841,18.0909031408302,132,192,68.9654642596508,183,153,58,144,0.28125,0.6875,9,22,8,24,#FFF2E1,#F2F7FB,#FFF9F3,#F0F7DE,#F3D0A7,Michigan performs at a similar level against both good and bad teams.,Michigan performs at a similar level regardless of the pace of the game.
154,Wright State,Wright State,8.95795784066667,-7.5734733252,1.38448451546667,-5.24646448439269,27.2372411463874,31,343,72.461678572,28,154,321,128,0.533333333333333,0.4,16,12,16,14,#FFCF94,#97BFE1,#FFFAF4,#DBEBDB,#F5C49C,Wright State performs at a similar level against both good and bad teams.,Wright State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
155,Lipscomb,Lipscomb,6.35257527349149,-5.07736492920131,1.27521034429018,32.2572790961999,-9.01043077310729,65,298,70.5112079461834,94,155,273,145,0.466666666666667,0.4,14,12,18,12,#FFDDB3,#B9D4EA,#FFFAF5,#F68E8F,#D8DBBD,Lipscomb plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Lipscomb performs at a similar level regardless of the pace of the game.
156,Montana,Montana,5.28507843651445,-4.06536433014085,1.2197141063736,-34.1894124899569,-18.2627960271461,83,269,67.462672206843,275,156,111,117,0.466666666666667,0.433333333333333,14,13,20,11,#FFE3BF,#C7DCEE,#FFFAF5,#4A78B5,#C2D0BF,Montana plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Montana plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
157,Missouri State,Missouri State,-1.13057540694133,2.26259328899873,1.1320178820574,-2.42218216566144,-11.4243497845091,211,120,68.9973574997723,181,157,204,157,0.424242424242424,0.363636363636364,14,12,17,16,#F4F8FC,#FFF1E0,#FFFBF6,#EEF6DD,#D3D8BE,Missouri State performs at a similar level against both good and bad teams.,Missouri State performs at a similar level regardless of the pace of the game.
158,Kent State,Kent State,0.63909882159503,0.472275550816397,1.11137437241143,-17.3335173270342,-12.529367154475,173,160,68.3761849365675,235,176,119,162,0.387096774193548,0.387096774193548,12,12,15,16,#FFFBF7,#FFFCF8,#FFFBF6,#8DBECF,#D0D7BE,Kent State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Kent State performs at a similar level regardless of the pace of the game.
159,Tarleton State,Tarleton State,1.92810746160392,-0.848340075731922,1.079767385872,-0.988245767916403,10.4070029813805,140,191,67.7770393060553,260,158,259,163,0.535714285714286,0.5,15,14,20,9,#FFF4E7,#F3F7FB,#FFFBF6,#F8FBDF,#F1D9B0,Tarleton State performs at a similar level against both good and bad teams.,Tarleton State performs at a similar level regardless of the pace of the game.
160,UTEP,UTEP,-5.00277338540667,5.9887835635,0.986010178093333,28.2442540562945,21.9944380983702,286,44,71.23291996812,59,159,116,174,0.612903225806452,0.483870967741935,19,15,16,16,#D2E3F2,#FFDBAF,#FFFBF7,#FB9C98,#F3CBA2,UTEP plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UTEP performs at a similar level regardless of the pace of the game.
161,UNC Asheville,UNC Asheville,1.66649378998333,-0.72020284155222,0.946290948431113,-9.16871236240869,7.68121562134051,144,188,69.7055203118181,134,160,131,155,0.517241379310345,0.413793103448276,15,12,19,12,#FFF6EB,#F5F8FC,#FFFBF7,#C1DDD7,#F0DDB3,UNC Asheville performs at a similar level against both good and bad teams.,UNC Asheville performs at a similar level regardless of the pace of the game.
162,Long Beach State,Long Beach State,1.2386549165902,-0.616571887092987,0.622083029497213,49.2823284264897,-26.5480187170728,157,185,73.453947828,17,161,333,167,0.515151515151515,0.363636363636364,17,12,19,14,#FFF8F0,#F6F9FC,#FFFCFA,#DF5369,#ADC5C1,Long Beach State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Long Beach State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
163,Chattanooga,Chattanooga 💥,3.31841019471392,-2.81488131990127,0.503528874812643,-30.6710959673462,-13.1145001254173,114,245,68.5065848960585,221,162,252,141,0.758620689655172,0.620689655172414,22,18,18,12,#FFEDD7,#D8E7F3,#FFFDFB,#5A86BB,#CED6BE,Chattanooga plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Chattanooga performs at a similar level regardless of the pace of the game.
164,Brown,Brown 🔥,-0.895162916507867,1.33776336907967,0.4426004525718,99.009900990099,15.6826902453873,203,139,69.0458354579681,178,163,307,182,0.333333333333333,0.5,10,15,12,17,#F7FAFC,#FFF7ED,#FFFDFB,#93003A,#F2D3A9,Brown plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Brown performs at a similar level regardless of the pace of the game.
165,Fairfield,Fairfield,2.57904202631227,-2.21308503897855,0.365956987333714,2.8509912803403,-1.24796707146635,129,233,69.630140628108,139,164,244,156,0.575757575757576,0.454545454545455,19,15,21,12,#FFF1E0,#E0ECF6,#FFFDFC,#FFF5D8,#EBE5BC,Fairfield performs at a similar level against both good and bad teams.,Fairfield performs at a similar level regardless of the pace of the game.
166,Bryant,Bryant,-2.91800645844227,3.09940301987467,0.1813965614324,-1.45005782697721,-14.7569505053536,242,103,75.329368409,3,165,113,168,0.548387096774194,0.516129032258065,17,16,18,13,#E4EEF7,#FFECD5,#FFFEFD,#F5F9DE,#CAD4BF,Bryant performs at a similar level against both good and bad teams.,Bryant performs at a similar level regardless of the pace of the game.
167,Quinnipiac,Quinnipiac 📈,1.3021105788654,-1.26072401062267,0.0413865682427332,9.76274393373219,-48.6996986418716,152,202,71.6895755119,44,166,285,176,0.5,0.5,16,16,23,9,#FFF8EF,#EDF4FA,#FFFEFE,#FFDCC6,#77A9C6,Quinnipiac performs at a similar level against both good and bad teams.,Quinnipiac plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
168,UC Davis,UC Davis,-2.23112388798133,2.20313888144933,-0.0279850065320004,9.14797732139645,6.10001698065915,233,123,68.9236325861043,188,167,305,204,0.5,0.366666666666667,15,11,18,13,#EBF2F9,#FFF2E1,#FEFEFE,#FFDFC8,#F0DFB4,UC Davis performs at a similar level against both good and bad teams.,UC Davis performs at a similar level regardless of the pace of the game.
169,Fort Wayne,Fort Wayne,-0.971551400706391,0.897479180579566,-0.074072220126825,-1.1028514891257,-15.6368822814927,205,147,71.3864519423,56,168,316,169,0.806451612903226,0.451612903225806,25,14,19,12,#F6F9FC,#FFF9F3,#FEFEFE,#F7FADF,#C8D3BF,Fort Wayne performs at a similar level against both good and bad teams.,Fort Wayne performs at a similar level regardless of the pace of the game.
170,Wyoming,Wyoming 🔥,1.73115043818012,-1.90929801449069,-0.178147576310564,-19.699815084015,-22.5908334269252,143,218,68.7353584481766,205,169,283,187,0.366666666666667,0.5,11,15,13,17,#FFF5EA,#E4EEF7,#FDFEFE,#84B4CC,#B7CAC0,Wyoming plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wyoming plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
171,Murray State,Murray State 🥶💥,1.125231826271,-1.3096649712422,-0.1844331449712,-0.182186978145042,-2.13470019720998,160,203,66.58787504189,319,170,350,159,0.483870967741935,0.516129032258065,15,16,11,20,#FFF9F1,#EDF3F9,#FDFEFE,#FDFEDF,#E9E4BC,Murray State performs at a similar level against both good and bad teams.,Murray State performs at a similar level regardless of the pace of the game.
172,Vanderbilt,Vanderbilt,0.821032676419083,-1.03362373541427,-0.212591058995184,5.46372117732414,23.8993730863048,167,196,67.25737985,292,171,281,165,0.21875,0.46875,7,15,9,23,#FFFAF5,#F0F6FA,#FDFEFE,#FFEBD2,#F4C9A0,Vanderbilt performs at a similar level against both good and bad teams.,Vanderbilt plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
173,Hawaii,Hawaii,-0.677861687223511,0.447674953997551,-0.23018673322596,-29.950246159954,9.38616836594186,197,161,67.339832853291,286,172,151,180,0.32258064516129,0.290322580645161,10,9,18,14,#F8FBFD,#FFFCF9,#FDFEFE,#5D89BC,#F1DBB1,Hawaii plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Hawaii performs at a similar level regardless of the pace of the game.
174,Winthrop,Winthrop,1.535699586535,-1.78005012699133,-0.244350540456333,-11.5976603574212,12.7022989526943,149,215,68.6532617363805,211,173,332,171,0.482758620689655,0.344827586206897,14,10,14,15,#FFF6EC,#E6EFF7,#FDFEFE,#B0D4D5,#F1D7AD,Winthrop plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Winthrop performs at a similar level regardless of the pace of the game.
175,Stony Brook,Stony Brook 🔥,0.5056616644202,-1.1058197921256,-0.6001581277054,10.8633843361801,-12.6095107728606,175,198,68.562259218604,218,174,22,190,0.59375,0.4375,19,14,19,15,#FFFCF8,#EFF5FA,#FBFCFD,#FFD9C4,#D0D7BE,Stony Brook performs at a similar level against both good and bad teams.,Stony Brook performs at a similar level regardless of the pace of the game.
176,Loyola Marymount,Loyola Marymount,2.55633686263593,-3.21131104170127,-0.654974179065333,-28.403636349603,61.9954188379441,130,251,66.75359795528,315,175,129,164,0.533333333333333,0.566666666666667,16,17,11,19,#FFF1E0,#D3E3F2,#FAFCFD,#638FBE,#FC9974,Loyola Marymount plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Loyola Marymount plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
177,Delaware,Delaware,-0.952702894549999,0.176279107179858,-0.776423787370141,-27.6426460356989,8.06892679151319,204,170,68.9139834679523,189,177,314,173,0.580645161290323,0.354838709677419,18,11,18,14,#F6F9FC,#FFFDFC,#F9FBFD,#6693BF,#F0DCB2,Delaware plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Delaware performs at a similar level regardless of the pace of the game.
178,East Carolina,East Carolina 🥶,-0.160010940524133,-0.7793956112144,-0.939406551738533,-3.06194613398184,-7.8421834242719,186,190,66.81202218516,313,178,212,193,0.3125,0.28125,10,9,14,18,#FDFEFE,#F4F8FB,#F8FBFD,#EAF3DD,#DBDDBD,East Carolina performs at a similar level against both good and bad teams.,East Carolina performs at a similar level regardless of the pace of the game.
179,Oregon State,Oregon State,-0.0308917744369113,-0.922029034412963,-0.952920808849875,23.7784371111796,76.8408422136511,184,193,66.41306572401,328,179,28,179,0.258064516129032,0.580645161290323,8,18,12,19,#FEFEFE,#F2F7FB,#F8FBFD,#FFABA3,#FE926E,Oregon State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Oregon State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
180,Texas A&M-Corpus Christi,Texas A&M-Corpus Christi,-5.1296784542402,3.98402136158474,-1.14565709265547,40.3129676107527,-23.1433954304935,287,88,70.8534081550122,80,180,239,175,0.678571428571429,0.357142857142857,19,10,17,11,#D1E2F1,#FFE7CA,#F7FAFC,#EB727D,#B6C9C0,Texas A&M-Corpus Christi plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Texas A&M-Corpus Christi plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
181,Utah Valley,Utah Valley,-5.516174522252,4.299497018642,-1.21667750361,-1.22898578683761,-22.2900548425506,293,81,69.2891966004788,163,181,256,185,0.5,0.466666666666667,15,14,14,16,#CDE0F0,#FFE5C5,#F7FAFC,#F6FADE,#B8CBC0,Utah Valley performs at a similar level against both good and bad teams.,Utah Valley plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
182,Temple,Temple 🔥,-2.62232930413692,1.3057844052857,-1.31654489885121,45.9910690093105,-3.79530813420549,236,142,68.4371144622126,227,182,349,189,0.382352941176471,0.558823529411765,13,19,15,20,#E7F0F8,#FFF7ED,#F6F9FC,#E45F71,#E5E2BC,Temple plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Temple performs at a similar level regardless of the pace of the game.
183,Texas State,Texas State 🔥,-4.34226907874267,3.005670738998,-1.33659833974467,-1.33501163063321,-9.31939351186242,273,106,68.353852822008,237,183,170,192,0.3125,0.40625,10,13,15,18,#D8E7F3,#FFEDD7,#F6F9FC,#F5FADE,#D8DBBD,Texas State performs at a similar level against both good and bad teams.,Texas State performs at a similar level regardless of the pace of the game.
184,East Tennessee State,East Tennessee State 🔥,-3.07519473327166,1.67999281075635,-1.39520192251531,0.189749358718925,-5.97875776268991,245,131,68.6881378128553,209,184,232,217,0.32258064516129,0.483870967741935,10,15,17,15,#E3EEF7,#FFF5E8,#F5F9FC,#FFFEDF,#E0DFBD,East Tennessee State performs at a similar level against both good and bad teams.,East Tennessee State performs at a similar level regardless of the pace of the game.
185,Pepperdine,Pepperdine,1.15474438452308,-2.64930480021342,-1.49456041569034,-99.009900990099,57.1559325879503,159,239,69.5773200695723,143,185,101,205,0.620689655172414,0.517241379310345,18,15,11,20,#FFF8F1,#DAE8F4,#F5F9FC,#00429D,#FB9F7A,Pepperdine plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Pepperdine plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
186,Northern Kentucky,Northern Kentucky,-2.1091656292,0.532208476949333,-1.57695715225067,-9.16328796287098,8.32848441341089,230,155,69.2510791989015,168,186,71,186,0.451612903225806,0.419354838709677,14,13,16,15,#ECF3F9,#FFFBF7,#F4F8FC,#C1DDD7,#F0DCB2,Northern Kentucky performs at a similar level against both good and bad teams.,Northern Kentucky performs at a similar level regardless of the pace of the game.
187,Cleveland State,Cleveland State 🔒,1.10625576693748,-2.79018995434849,-1.68393418741101,73.2154367521186,13.4834637082243,161,244,69.322153600569,161,187,246,195,0.454545454545455,0.363636363636364,15,12,19,14,#FFF9F1,#D8E7F3,#F4F8FB,#9E0C40,#F1D6AC,Cleveland State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Cleveland State performs at a similar level regardless of the pace of the game.
188,Fordham,Fordham,-4.1987902020206,2.50185655594664,-1.69693364607396,33.2598040876268,-0.407164749259757,268,116,70.4788311984231,96,188,339,172,0.28125,0.375,9,12,12,20,#D9E7F4,#FFF0DD,#F4F8FB,#F58B8D,#EEE6BC,Fordham plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Fordham performs at a similar level regardless of the pace of the game.
189,Stephen F. Austin,Stephen F. Austin 📉💥,-4.83613979653289,3.12768298163933,-1.70845681489357,-3.25170379185951,48.9515797313256,284,102,71.6477047412,46,189,55,198,0.516129032258065,0.548387096774194,16,17,16,15,#D3E4F2,#FFECD5,#F3F8FB,#E9F3DD,#F9A983,Stephen F. Austin performs at a similar level against both good and bad teams.,Stephen F. Austin plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
190,Eastern Kentucky,Eastern Kentucky,1.6028611458172,-3.36144091686427,-1.75857977104707,-11.612754265902,-42.7866770469297,146,256,70.274976819213,100,190,134,199,0.25,0.214285714285714,7,6,14,14,#FFF6EB,#D1E2F1,#F3F7FB,#B0D4D5,#86B1C5,Eastern Kentucky plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Eastern Kentucky plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
191,UC Santa Barbara,UC Santa Barbara 🥶,0.779406859397478,-2.67606312853062,-1.89665626913314,0.140649535129172,10.1206826254354,168,241,68.8699652674402,192,191,353,178,0.413793103448276,0.620689655172414,12,18,14,15,#FFFAF5,#DAE8F4,#F2F7FB,#FFFEDF,#F1DAB0,UC Santa Barbara performs at a similar level against both good and bad teams.,UC Santa Barbara performs at a similar level regardless of the pace of the game.
192,Arkansas-Little Rock,Arkansas-Little Rock 🔥,0.751308019423161,-2.70571446977622,-1.95440645035306,-20.7290731156548,-99.009900990099,170,242,70.795677875503,83,192,41,170,0.696969696969697,0.393939393939394,23,13,21,13,#FFFBF6,#DAE8F4,#F2F7FB,#80B0CA,#70A6C7,Arkansas-Little Rock plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Arkansas-Little Rock plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
193,Saint Peter's,Saint Peter's,-7.10400845982883,4.92506382247003,-2.1789446373588,-32.9756043798345,-21.6127861787054,311,65,65.96238847921,339,193,192,181,0.366666666666667,0.366666666666667,11,11,18,12,#BFD7EC,#FFE2BD,#F0F6FA,#507DB7,#BACBC0,Saint Peter's plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Saint Peter's plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
194,Illinois State,Illinois State 💥,-2.75618650530844,0.487702979513731,-2.2684835257947,57.0840549631444,40.4533839646307,237,159,65.937448933,340,194,293,202,0.548387096774194,0.32258064516129,17,10,14,17,#E6EFF7,#FFFCF8,#F0F5FA,#CD3B5B,#F7B48D,Illinois State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Illinois State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
195,Georgetown,Georgetown,3.18629196913,-5.535400774283,-2.349108805153,-9.67003792832901,48.9154484542079,119,312,68.4296728260705,232,195,340,161,0.1875,0.8125,6,26,9,23,#FFEED8,#B3D0E9,#EFF5FA,#BDDBD7,#F9A983,Georgetown plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Georgetown plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
196,Penn,Penn,3.07988855392842,-5.49145003984773,-2.41156148591931,-20.4717631537078,5.72508401706698,122,311,67.447407301275,276,196,173,206,0.461538461538462,0.615384615384615,12,16,9,18,#FFEEDA,#B4D0E9,#EFF5FA,#81B1CA,#F0DFB5,Penn plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Penn performs at a similar level regardless of the pace of the game.
197,Louisville,Louisville,-0.470364867743115,-2.07615862587837,-2.54652349362149,19.7171789485559,86.9585181766345,195,226,70.925940312005,76,197,271,201,0.483870967741935,0.612903225806452,15,19,8,24,#FAFCFD,#E2EDF6,#EEF4FA,#FFBAAD,#FE926E,Louisville plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Louisville plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
