rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
145,UCF,UCF,3.3631207623151,-1.71044014244037,1.65268061987473,-41.2762610199669,47.2679932715559,102,208,68.3050431053879,107,145,10,19,#FFEDD6,#EAF2F9,#FFF9F2,#72A0C4,#F8B38C,UCF plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UCF plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
146,Nevada,Nevada,3.7438722756686,-2.12750029316155,1.61637198250705,46.0113801744118,-1.39125165403951,95,216,65.844639097124,238,333,16,16,#FFEBD2,#E5EFF7,#FFF9F2,#D54460,#ECE5BC,Nevada plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Nevada performs at a similar level regardless of the pace of the game.
147,Illinois State,Illinois State,-3.44306216910315,5.02358935691631,1.58052718781317,24.8814171433046,-3.87499162897436,236,74,69.2047527756227,65,5,19,14,#D9E7F4,#FFE2BE,#FFF9F3,#FA9996,#E7E3BC,Illinois State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Illinois State performs at a similar level regardless of the pace of the game.
148,Houston,Houston,4.54749206815965,-2.99599856553018,1.55149350262946,-12.9099914895876,-71.4609948394698,80,235,67.4676263228487,145,9,17,16,#FFE6C8,#DBE9F4,#FFF9F3,#CBE2D9,#70A6C7,Houston performs at a similar level against both good and bad teams.,Houston plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
149,San Diego,San Diego,-0.493383970682504,1.96701024792428,1.47362627724178,5.96627783775086,-31.0462962096138,184,132,64.6982891250507,295,253,17,16,#F9FBFD,#FFF3E5,#FFFAF4,#FFE6CE,#B6CAC0,San Diego performs at a similar level against both good and bad teams.,San Diego plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
150,Western Michigan,Western Michigan,0.458054098039712,0.942908968378265,1.40096306641798,-0.764301306495704,43.2118954419078,172,148,67.6445400038309,138,147,21,11,#FFFCF9,#FFF9F2,#FFFAF4,#FBFDDF,#F7B790,Western Michigan performs at a similar level against both good and bad teams.,Western Michigan plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
151,Quinnipiac,Quinnipiac,4.56823694302766,-3.25944041312594,1.30879652990172,23.4516209639561,-34.5460720549374,79,245,70.1570857699333,39,211,19,13,#FFE6C8,#D8E7F3,#FFFAF5,#FC9E9A,#B0C6C1,Quinnipiac plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Quinnipiac plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
152,Santa Clara,Santa Clara,2.33715039486041,-1.03433570941864,1.30281468544176,26.3288766096182,-20.9898912599071,124,192,66.2569939554992,215,329,14,17,#FFF2E2,#F2F7FB,#FFFAF5,#F89392,#C8D3BF,Santa Clara plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Santa Clara performs at a similar level regardless of the pace of the game.
153,Fort Wayne,Fort Wayne,4.09663714759508,-2.92352266676639,1.17311448082869,-19.9247910004249,-24.6880785898357,87,231,67.3124944192309,156,157,23,10,#FFE9CD,#DCE9F4,#FFFBF6,#AFD3D5,#C2D0BF,Fort Wayne plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Fort Wayne plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
154,Cal Poly,Cal Poly,-0.32679227914128,1.48468579350857,1.15789351436729,99.009900990099,-43.301226784975,181,138,61.7284846473333,347,192,13,19,#FBFCFD,#FFF6EB,#FFFBF6,#93003A,#A0BEC2,Cal Poly plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Cal Poly plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
155,Holy Cross,Holy Cross,-0.975980297853811,2.02924717929544,1.05326688144163,-13.2724669127774,-0.768521715966811,194,131,65.6136730365847,256,324,21,13,#F4F8FB,#FFF3E5,#FFFBF7,#C9E2D9,#EDE6BC,Holy Cross performs at a similar level against both good and bad teams.,Holy Cross performs at a similar level regardless of the pace of the game.
156,Missouri State,Missouri State,0.900000176439232,0.0581317196006597,0.958131896039892,22.4817299519272,14.9622647547672,159,165,65.3844423197328,271,34,17,15,#FFFAF4,#FFFEFE,#FFFBF7,#FEA29C,#F1D6AC,Missouri State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Missouri State performs at a similar level regardless of the pace of the game.
157,Weber State,Weber State,1.52420808014942,-0.572781721422995,0.951426358726424,13.7421762015323,81.8396781428357,143,178,65.4559584112861,268,101,17,12,#FFF6EC,#F8FAFD,#FFFBF7,#FFC6B6,#FE926E,Weber State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Weber State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
158,Eastern Michigan,Eastern Michigan,-7.31754411238133,8.24390058150029,0.926356469118959,-9.89618996070382,27.4746279788399,302,32,65.7044256156599,251,37,19,15,#AECDE7,#FFD095,#FFFBF8,#D7E9DA,#F4C8A0,Eastern Michigan performs at a similar level against both good and bad teams.,Eastern Michigan plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
159,Duquesne,Duquesne,3.29860499748601,-2.41505640864586,0.883548588840152,18.6606815375354,-4.47747766061765,105,220,68.954551147942,74,351,13,17,#FFEDD7,#E2EDF6,#FFFCF8,#FFB2A7,#E6E2BC,Duquesne plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Duquesne performs at a similar level regardless of the pace of the game.
160,USC,USC,-1.81456951581528,2.36783267836032,0.553263162545044,-37.9603528733664,-4.43927680230669,209,126,70.1798520893333,37,240,10,21,#EBF2F9,#FFF1E0,#FFFDFA,#7AA8C7,#E6E2BC,USC plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,USC performs at a similar level regardless of the pace of the game.
161,Wagner,Wagner,-4.98841075311567,5.47789683761327,0.4894860844976,-2.8192563379336,-13.927846334162,270,66,69.2226852264287,64,103,17,13,#C8DDEF,#FFDFB8,#FFFDFB,#F3F8DE,#D5DABE,Wagner performs at a similar level against both good and bad teams.,Wagner performs at a similar level regardless of the pace of the game.
162,Pacific,Pacific,2.53077614696142,-2.25272387076939,0.278052276192031,-16.7625615840186,-3.55221620992509,117,217,67.998515570274,126,65,17,16,#FFF1E0,#E4EEF7,#FFFEFC,#BCDAD7,#E8E3BC,Pacific plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Pacific performs at a similar level regardless of the pace of the game.
163,Albany,Albany,-0.880999068421526,0.921713604579158,0.0407145361576318,34.5627935216175,13.5355545761122,192,150,64.00552614,317,109,19,15,#F5F9FC,#FFF9F3,#FFFEFE,#EB717D,#F1D8AE,Albany plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Albany performs at a similar level regardless of the pace of the game.
164,Yale,Yale,-2.37130031757267,2.39328042943997,0.0219801118672951,5.89422708930875,22.9608296000736,221,124,65.421531112442,270,313,18,14,#E4EEF7,#FFF1E0,#FFFEFE,#FFE6CE,#F3CDA4,Yale performs at a similar level against both good and bad teams.,Yale performs at a similar level regardless of the pace of the game.
165,Washington State,Washington State,-1.82453342720647,1.82711700576981,0.00258357856334079,-20.4403158611422,80.6938247340725,210,134,63.249314304,332,36,11,19,#EAF2F9,#FFF4E7,#FFFEFE,#ADD2D5,#FE926E,Washington State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Washington State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
166,Valparaiso,Valparaiso,-1.27476313092351,1.25970820815259,-0.0150549227709222,-22.4865791854208,62.1640253962721,201,141,65.8363763674062,239,124,15,16,#F0F6FA,#FFF7EE,#FEFEFE,#A5CDD4,#FBA27D,Valparaiso plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Valparaiso plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
167,Northwestern State,Northwestern State,3.89767654811081,-3.92017364696162,-0.0224970988508133,27.652886852408,-63.7209770242895,91,260,75.4630200933333,1,265,16,13,#FFEAD0,#D0E2F1,#FEFEFE,#F68D8F,#7BABC6,Northwestern State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northwestern State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
168,DePaul,DePaul,1.23077196376824,-1.3083571303306,-0.0775851665623652,-40.9895599215852,21.0320284433574,151,200,68.1659440918825,114,294,13,20,#FFF8F0,#EFF5FA,#FEFEFE,#73A1C5,#F3CFA6,DePaul plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,DePaul performs at a similar level regardless of the pace of the game.
169,Robert Morris,Robert Morris,1.44790549745796,-1.73170601552111,-0.28380051806315,12.6955064288998,14.4822497081739,144,209,66.2914124975573,213,315,22,14,#FFF7ED,#EAF2F9,#FDFDFE,#FFCAB9,#F1D7AD,Robert Morris performs at a similar level against both good and bad teams.,Robert Morris performs at a similar level regardless of the pace of the game.
170,Temple,Temple,2.12174385596637,-2.49614531012352,-0.374401454157149,8.93670084269479,21.9013326228634,131,223,69.92756327406,45,233,8,23,#FFF3E5,#E1ECF6,#FCFDFE,#FFDAC5,#F3CFA6,Temple performs at a similar level against both good and bad teams.,Temple performs at a similar level regardless of the pace of the game.
171,Rutgers,Rutgers,0.0389143439067438,-0.447591400670826,-0.408677056764082,-65.0716462420863,-32.563909886261,177,174,69.2914263747813,62,102,11,21,#FFFEFE,#F9FBFD,#FCFDFE,#3267AD,#B3C8C1,Rutgers plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Rutgers plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
172,Oral Roberts,Oral Roberts,2.46851183458564,-2.92980963341724,-0.4612977988316,-16.6961376757967,1.74266524171446,119,232,65.8009267673836,241,181,16,15,#FFF1E1,#DCE9F4,#FBFDFE,#BCDAD7,#EFE5BA,Oral Roberts plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oral Roberts performs at a similar level regardless of the pace of the game.
173,College of Charleston,College of Charleston,-4.79024144120721,4.29498336296566,-0.495258078241544,13.8229706605865,51.7698888186855,268,92,63.7642695090667,324,289,13,18,#CADEEF,#FFE6C7,#FBFCFD,#FFC6B6,#F8AE88,College of Charleston plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,College of Charleston plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
174,Arkansas State,Arkansas State,0.203606305611488,-0.797534660008541,-0.593928354397053,-49.6565015213101,-2.35433614437298,176,186,69.7056971122,49,119,16,14,#FFFDFC,#F5F9FC,#FAFCFD,#5F8BBD,#EAE4BC,Arkansas State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Arkansas State performs at a similar level regardless of the pace of the game.
175,Stony Brook,Stony Brook,-0.199227850989517,-0.481785000308038,-0.681012851297555,11.0571616502409,-72.0201389237779,179,176,66.2116254084536,220,230,20,13,#FCFDFE,#F9FBFD,#FAFCFD,#FFD1BE,#70A6C7,Stony Brook performs at a similar level against both good and bad teams.,Stony Brook plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
176,William & Mary,William & Mary,6.2284710473825,-6.9537018083287,-0.725230760946207,-30.5136180152698,33.9641381040281,59,317,65.5280574090663,260,112,19,12,#FFDDB4,#ACCBE7,#F9FBFD,#8BBBCE,#F5C199,William & Mary plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,William & Mary plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
177,Youngstown State,Youngstown State,2.4492549135351,-3.33161001514851,-0.88235510161341,-4.0293085074766,20.3595528646724,121,246,68.5535887232332,95,268,11,18,#FFF2E1,#D7E6F3,#F8FBFD,#EEF6DD,#F2D0A7,Youngstown State performs at a similar level against both good and bad teams.,Youngstown State performs at a similar level regardless of the pace of the game.
178,Brown,Brown,-4.21525973906916,3.3134616412951,-0.901798097774055,46.0259147740772,-29.7258611548271,259,108,69.9329576711333,44,316,13,14,#D0E2F1,#FFECD4,#F8FBFD,#D54460,#B8CBC0,Brown plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Brown plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
179,Siena,Siena,-5.17309162734038,4.18061940416119,-0.992472223179194,38.7062532937405,-7.59403590648745,275,95,67.2625846719317,162,122,20,18,#C6DBEE,#FFE7C9,#F8FAFC,#E46072,#E1DFBD,Siena plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Siena performs at a similar level regardless of the pace of the game.
180,Elon,Elon,0.419564152734956,-1.4915849206267,-1.07202076789174,-34.8669706837118,-5.10349885005058,173,205,66.3356869038573,207,292,17,12,#FFFCF9,#EDF4F9,#F7FAFC,#81B0CA,#E5E2BC,Elon plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Elon performs at a similar level regardless of the pace of the game.
181,Saint Francis (NY),Saint Francis (NY),-4.0854499579794,2.95852416296651,-1.12692579501289,2.18369257074239,-45.3643642745944,253,111,67.7249405393207,135,281,17,14,#D2E3F2,#FFEED9,#F7FAFC,#FFF6D9,#9CBCC3,Saint Francis (NY) performs at a similar level against both good and bad teams.,Saint Francis (NY) plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
182,Virginia Tech,Virginia Tech,-3.81692093705645,2.6219255253983,-1.19499541165816,-12.5059156404381,27.2602991693886,244,117,64.8722641054027,289,125,9,22,#D5E5F2,#FFF0DD,#F6F9FC,#CDE3D9,#F4C9A0,Virginia Tech performs at a similar level against both good and bad teams.,Virginia Tech plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
183,Southern Illinois,Southern Illinois,-0.747164468897142,-0.510086298832046,-1.25725076772919,15.0945597520502,54.704659161842,188,177,64.1059323461733,315,152,13,19,#F6F9FC,#F8FBFD,#F6F9FC,#FFC1B2,#F9AB85,Southern Illinois plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Southern Illinois plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
184,Old Dominion,Old Dominion,-4.99087298865901,3.62499223643357,-1.36588075222544,-48.3571953087853,18.2584081843569,271,105,65.4749718087273,265,162,19,17,#C8DDEF,#FFEAD0,#F5F9FC,#628FBE,#F2D3A9,Old Dominion plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Old Dominion performs at a similar level regardless of the pace of the game.
185,South Florida,South Florida,-2.86144635472254,1.40473611055448,-1.45671024416806,-47.6798858607207,-23.1034329307243,233,139,66.3349905348706,208,311,12,20,#DFEBF5,#FFF7ED,#F4F8FC,#6490BE,#C4D1BF,South Florida plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,South Florida performs at a similar level regardless of the pace of the game.
186,Wofford,Wofford,-3.73566455901962,2.24804875973072,-1.4876157992889,-36.9941216456733,30.555988115455,242,127,62.5818704973333,340,282,16,14,#D5E5F3,#FFF2E2,#F4F8FB,#7CABC8,#F4C59D,Wofford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wofford plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
187,Bryant,Bryant,2.19760174324027,-3.84018757997201,-1.64258583673174,3.03765690875803,38.5700786474313,129,258,67.8235735014642,132,287,17,14,#FFF3E4,#D1E2F1,#F3F7FB,#FFF2D6,#F6BC95,Bryant performs at a similar level against both good and bad teams.,Bryant plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
188,Southern,Southern,-6.43913958768962,4.71568115642636,-1.72345843126326,1.78508312657622,-6.02988686528381,289,79,68.448048481972,103,325,16,13,#B8D3EA,#FFE4C2,#F2F7FB,#FFF7DA,#E4E1BC,Southern performs at a similar level against both good and bad teams.,Southern performs at a similar level regardless of the pace of the game.
189,Charlotte,Charlotte,-2.78599275862805,1.02693834635407,-1.75905441227398,8.60267796993796,-21.6597295105658,231,146,69.4181040332267,58,104,15,16,#E0ECF6,#FFF9F1,#F2F7FB,#FFDBC6,#C7D2BF,Charlotte performs at a similar level against both good and bad teams.,Charlotte performs at a similar level regardless of the pace of the game.
190,Colgate,Colgate,1.42178713177332,-3.19763721669696,-1.77585008492364,-23.0556494617243,29.0757914220073,146,240,64.9332082872027,288,266,12,18,#FFF7ED,#D9E7F4,#F2F7FB,#A2CCD4,#F4C79E,Colgate plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Colgate plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
191,Morehead State,Morehead State,-1.96933421883066,0.17984631589279,-1.78948790293787,-4.71543531858171,70.933901390285,212,161,69.7647758493333,48,341,18,14,#E9F1F8,#FFFDFC,#F2F7FB,#ECF4DD,#FC9974,Morehead State performs at a similar level against both good and bad teams.,Morehead State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
192,Loyola Marymount,Loyola Marymount,-0.553893795346482,-1.23992468173374,-1.79381847708022,14.2803173961045,20.4432720122198,186,199,70.034113062996,40,169,12,19,#F8FBFD,#F0F5FA,#F2F7FB,#FFC4B5,#F2D0A7,Loyola Marymount plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Loyola Marymount performs at a similar level regardless of the pace of the game.
193,Pepperdine,Pepperdine,0.627836270024402,-2.44983938742209,-1.82200311739769,31.0755482929911,-42.1323790979071,165,221,67.3458520239365,151,305,14,16,#FFFBF7,#E1EDF6,#F2F7FB,#F07F86,#A2BFC2,Pepperdine plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Pepperdine plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
194,Western Kentucky,Western Kentucky,-2.95426700360054,0.888779988815635,-2.0654870147849,24.3994340164431,-40.4248877283367,234,151,66.0517097008485,230,274,19,12,#DEEAF5,#FFF9F3,#F0F6FA,#FB9A97,#A5C1C2,Western Kentucky plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Western Kentucky plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
195,Charleston Southern,Charleston Southern,1.44085655234542,-3.61868438729271,-2.1778278349473,4.98499649597269,-1.54468366495402,145,252,68.0076626466694,125,190,9,18,#FFF7ED,#D4E4F2,#EFF5FA,#FFEAD0,#ECE5BC,Charleston Southern performs at a similar level against both good and bad teams.,Charleston Southern performs at a similar level regardless of the pace of the game.
196,Omaha,Omaha,-1.03300436506154,-1.2284403378435,-2.26144470290504,-58.256859615633,31.8692095097165,197,198,74.0205995486667,4,296,14,15,#F3F7FB,#F0F5FA,#EFF5FA,#4877B4,#F5C49B,Omaha plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Omaha plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
197,Marist,Marist,-1.66334089859084,-0.672716825000628,-2.33605772359147,18.0990445287011,-35.6346632856431,208,181,66.7286043475549,184,52,13,18,#ECF3F9,#F7FAFC,#EEF4FA,#FFB4A9,#AEC5C1,Marist plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Marist plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
198,Kent State,Kent State,-0.846833581132729,-1.61236234697541,-2.45919592810814,22.0884739024227,0.00351293182958401,190,207,67.0088532375605,173,330,15,16,#F5F9FC,#EBF3F9,#EDF4FA,#FEA49D,#EFE6BB,Kent State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Kent State performs at a similar level regardless of the pace of the game.
199,Detroit,Detroit,-2.28236523944874,-0.183013235867395,-2.46537847531614,-28.6354604377613,17.5976337782776,217,170,68.1472674893413,115,222,11,19,#E5EFF7,#FCFDFE,#EDF4FA,#8FC0D0,#F2D3AA,Detroit plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Detroit performs at a similar level regardless of the pace of the game.
200,Evansville,Evansville,-1.53363864799574,-0.941531171596482,-2.47516981959222,23.3457003261937,-18.1422448770122,205,189,68.0780591126023,120,205,13,18,#EEF4FA,#F3F8FB,#EDF4F9,#FC9F9A,#CED6BE,Evansville plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Evansville performs at a similar level regardless of the pace of the game.
201,Northeastern,Northeastern,-2.23838839568342,-0.441558404038578,-2.67994679972199,37.8831349527232,0.722508928255253,216,173,65.9462610954767,235,267,12,20,#E6EFF7,#F9FBFD,#ECF3F9,#E66474,#EFE6BB,Northeastern plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northeastern performs at a similar level regardless of the pace of the game.
202,Florida International,Florida International,-2.1024169383024,-0.645734325669419,-2.74815126397182,-43.2495988838347,-22.0720849964054,213,180,67.2959143769571,159,96,15,13,#E7F0F8,#F7FAFC,#EBF3F9,#6E9BC2,#C6D2BF,Florida International plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Florida International performs at a similar level regardless of the pace of the game.
203,Milwaukee,Milwaukee,-2.35901762175185,-0.404017940791617,-2.76303556254347,25.8017419979863,-35.1437565637811,220,172,68.0953921990491,119,293,20,14,#E5EEF7,#FAFCFD,#EBF3F9,#F89593,#AFC6C1,Milwaukee plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Milwaukee plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
204,Montana,Montana,2.55687421404902,-5.3717751057594,-2.81490089171039,8.42996449417898,-4.96744544407789,116,285,62.346270978,342,138,15,13,#FFF1E0,#BFD7EC,#EBF2F9,#FFDCC6,#E5E2BC,Montana performs at a similar level against both good and bad teams.,Montana performs at a similar level regardless of the pace of the game.
205,Drake,Drake,-0.0914957496301772,-3.04423600116271,-3.13573175079289,-22.1765627410185,42.8509647951409,178,236,64.6828468482733,296,151,13,17,#FDFEFE,#DAE8F4,#E9F1F8,#A6CED4,#F7B890,Drake plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Drake plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
206,Oakland,Oakland,3.31165865768574,-6.63629945539571,-3.32464079770997,12.3967861534074,-2.58422342990815,104,311,68.8955852897113,80,183,11,20,#FFEDD7,#B0CEE8,#E7F0F8,#FFCCBA,#EAE4BC,Oakland performs at a similar level against both good and bad teams.,Oakland performs at a similar level regardless of the pace of the game.
207,Coastal Carolina,Coastal Carolina,-6.46213474211087,3.09441487738873,-3.36771986472215,39.3948548974704,-3.78406298167618,290,109,68.6655313373083,88,178,18,13,#B7D3EA,#FFEDD7,#E7F0F8,#E35E70,#E8E3BC,Coastal Carolina plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Coastal Carolina performs at a similar level regardless of the pace of the game.
208,Army,Army,-0.253355823052705,-3.13083353935035,-3.38418936240305,48.819224879501,-7.6428408961738,180,239,69.5874441325287,54,301,14,16,#FCFDFE,#D9E8F4,#E7F0F8,#CC3A5B,#E1DFBD,Army plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Army performs at a similar level regardless of the pace of the game.
209,Rider,Rider,1.06166145744874,-4.47227052968201,-3.41060907223328,-37.0984396413517,38.0644831258081,155,269,67.3166448697178,154,340,14,17,#FFF9F2,#C9DEEF,#E7F0F8,#7CABC8,#F6BD95,Rider plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Rider plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
210,Hampton,Hampton,-8.0040820404451,4.44576101065219,-3.55832102979291,4.87107473111346,-27.6532598598464,305,87,72.166182988,11,244,18,13,#A6C8E5,#FFE5C6,#E6EFF7,#FFEBD1,#BCCDC0,Hampton performs at a similar level against both good and bad teams.,Hampton plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
211,Mount St. Mary's,Mount St. Mary's,1.5421634735781,-5.11008666797243,-3.56792319439433,15.8558625822108,-61.8422060296345,142,277,70.0228606816207,42,228,16,17,#FFF6EC,#C2D9ED,#E6EFF7,#FFBDB0,#7EADC5,Mount St. Mary's plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Mount St. Mary's plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
212,Gardner-Webb,Gardner-Webb,-4.69053369977679,1.10781048933302,-3.58272321044376,-2.17743182197289,-32.7685560662313,267,144,67.6783446909873,136,285,16,14,#CBDFF0,#FFF8F0,#E5EFF7,#F6FADE,#B3C8C1,Gardner-Webb performs at a similar level against both good and bad teams.,Gardner-Webb plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
213,Northern Colorado,Northern Colorado,4.21486340258966,-7.82164483060145,-3.60678142801179,9.33741886109681,-14.1353978202284,85,326,64.9333031877133,287,165,16,14,#FFE8CC,#A2C5E4,#E5EFF7,#FFD8C3,#D5D9BE,Northern Colorado performs at a similar level against both good and bad teams.,Northern Colorado performs at a similar level regardless of the pace of the game.
214,Mississippi State,Mississippi State,-4.41797394060501,0.614112542418823,-3.80386139818619,8.6910615290702,24.8406189160309,262,154,68.5664612635659,92,41,14,19,#CEE0F0,#FFFBF7,#E4EEF7,#FFDBC5,#F3CBA3,Mississippi State performs at a similar level against both good and bad teams.,Mississippi State performs at a similar level regardless of the pace of the game.
215,UNC Asheville,UNC Asheville,1.15428437013993,-5.18747002857809,-4.03318565843817,23.6336569719273,-6.1025402731491,153,280,70.4390309021333,30,40,14,15,#FFF8F1,#C1D8ED,#E2EDF6,#FC9E99,#E3E1BC,UNC Asheville plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UNC Asheville performs at a similar level regardless of the pace of the game.
